,geneamps_ENSG00000133627_ACTR3B,geneamps_ENSG00000011426_ANLN,geneamps_ENSG00000107262_BAG1,geneamps_ENSG00000171791_BCL2,geneamps_ENSG00000089685_BIRC5,geneamps_ENSG00000106605_BLVRA,geneamps_ENSG00000134057_CCNB1,geneamps_ENSG00000105173_CCNE1,geneamps_ENSG00000117399_CDC20,geneamps_ENSG00000094804_CDC6,geneamps_ENSG00000062038_CDH3,geneamps_ENSG00000117724_CENPF,geneamps_ENSG00000138180_CEP55,geneamps_ENSG00000171604_CXXC5,geneamps_ENSG00000146648_EGFR,geneamps_ENSG00000141736_ERBB2,geneamps_ENSG00000091831_ESR1,geneamps_ENSG00000174371_EXO1,geneamps_ENSG00000160867_FGFR4,geneamps_ENSG00000129514_FOXA1,geneamps_ENSG00000054598_FOXC1,geneamps_ENSG00000173890_GPR160,geneamps_ENSG00000141738_GRB7,geneamps_ENSG00000142945_KIF2C,geneamps_ENSG00000186847_KRT14,geneamps_ENSG00000128422_KRT17,geneamps_ENSG00000186081_KRT5,geneamps_ENSG00000186868_MAPT,geneamps_ENSG00000135679_MDM2,geneamps_ENSG00000165304_MELK,geneamps_ENSG00000261857_MIA,geneamps_ENSG00000148773_MKI67,geneamps_ENSG00000115648_MLPH,geneamps_ENSG00000099953_MMP11,geneamps_ENSG00000101057_MYBL2,geneamps_ENSG00000136997_MYC,geneamps_ENSG00000171428_NAT1,geneamps_ENSG00000080986_NDC80,geneamps_ENSG00000143228_NUF2,geneamps_ENSG00000091651_ORC6,geneamps_ENSG00000082175_PGR,geneamps_ENSG00000092621_PHGDH,geneamps_ENSG00000164611_PTTG1,geneamps_ENSG00000171848_RRM2,geneamps_ENSG00000104332_SFRP1,geneamps_ENSG00000141424_SLC39A6,geneamps_ENSG00000151715_TMEM45B,geneamps_ENSG00000176890_TYMS,geneamps_ENSG00000175063_UBE2C,geneamps_ENSG00000077152_UBE2T
HMF003796A,2.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,4.0,6.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0,3.0,1.0,4.0
HMF002042A,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,9.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,8.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0
HMF000665A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
HMF001473A,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
HMF003062B,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,7.0,2.0,5.0,3.0,3.0,5.0,9.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,7.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,7.0
HMF001940A,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0
HMF000718C,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,15.0,4.0,2.0,3.0,2.0,5.0
HMF001418A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
HMF000718B,3.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,8.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,15.0,3.0,2.0,2.0,2.0,5.0
HMF003753A,2.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,6.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,9.0,2.0,4.0,5.0,2.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,7.0
HMF000988A,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0
HMF001533A,5.0,4.0,5.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,6.0,3.0,2.0,4.0,51.0,3.0,6.0,5.0,4.0,3.0,3.0,51.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,9.0,4.0,5.0,6.0,3.0,4.0,6.0,4.0,3.0,5.0,2.0,5.0,5.0,6.0,6.0
HMF000278B,2.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0
HMF001211A,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0
HMF002244A,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0
HMF001902B,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0
HMF001902A,5.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,2.0,6.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,21.0,3.0,4.0,4.0,4.0,2.0,4.0,15.0,2.0,4.0,6.0,3.0,2.0,6.0,4.0,4.0,6.0,4.0,2.0,4.0,4.0,6.0
HMF002904A,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
HMF002744A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
HMF003780A,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0
HMF001340A,3.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,59.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
HMF003306A,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0
HMF002424A,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0
HMF002252A,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
HMF003389A,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,9.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,12.0,4.0,2.0,4.0,4.0,3.0
HMF003997A,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0
HMF002887A,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0
HMF000170A,2.0,9.0,2.0,1.0,3.0,7.0,4.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,8.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,6.0,8.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,6.0,5.0
HMF000504A,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,28.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0
HMF001138A,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
HMF001364A,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,6.0,2.0,3.0,28.0,2.0,3.0,4.0,2.0,2.0,7.0,2.0,3.0,9.0,3.0,2.0,3.0,3.0,4.0
HMF001089C,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,4.0
HMF003677A,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,6.0,3.0,3.0,8.0,3.0,6.0,6.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,10.0,15.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,8.0,6.0
HMF003528A,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,9.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,12.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0
HMF000295A,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,9.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,7.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,10.0
HMF004170A,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,6.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,6.0,5.0
HMF001447A,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
HMF000719A,3.0,6.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,3.0,3.0,7.0,4.0,4.0,6.0,3.0,5.0,7.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,6.0,9.0,2.0,7.0,6.0,3.0,6.0,3.0,3.0,4.0,12.0,4.0,3.0,8.0,5.0,7.0
HMF003477A,2.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,10.0,5.0,2.0,3.0,3.0,4.0,6.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,13.0,3.0,4.0,3.0,4.0,3.0,6.0,8.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,3.0
HMF003802A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0
HMF000341B,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0
HMF002386A,4.0,6.0,7.0,3.0,3.0,6.0,2.0,30.0,5.0,3.0,5.0,7.0,3.0,5.0,6.0,3.0,4.0,9.0,6.0,3.0,6.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,6.0,11.0,3.0,4.0,9.0,5.0,4.0,7.0,5.0,4.0,11.0,4.0,3.0,4.0,6.0,7.0
HMF003303A,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0
HMF001454A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0
HMF003800A,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0
HMF002725A,5.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,16.0,2.0,7.0,4.0,3.0,5.0,37.0,4.0,7.0,3.0,5.0,6.0,3.0,37.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,14.0,2.0,2.0,7.0,2.0,3.0,7.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,7.0
HMF000950A,3.0,3.0,3.0,3.0,7.0,3.0,4.0,3.0,4.0,6.0,6.0,4.0,4.0,4.0,3.0,6.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,3.0,6.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,6.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,9.0,3.0,6.0,4.0
HMF000354A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,3.0,3.0
HMF001745A,8.0,3.0,4.0,0.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,7.0,1.0,6.0,6.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,3.0,6.0,3.0,4.0
HMF002761B,4.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,2.0,2.0,4.0,6.0,4.0,4.0,4.0,8.0,4.0,4.0,6.0,4.0,6.0,6.0,2.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,10.0,2.0,9.0,4.0,4.0,4.0,4.0,2.0,4.0,10.0,2.0,2.0,9.0,4.0,4.0
HMF002761A,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
HMF002037A,4.0,4.0,2.0,2.0,6.0,4.0,2.0,3.0,2.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,2.0,6.0,6.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,6.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,19.0,2.0,2.0,2.0,4.0,6.0
HMF000598A,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0
HMF004131A,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,6.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,6.0,4.0,2.0,2.0,4.0,5.0
HMF001228A,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
HMF001900A,6.0,4.0,6.0,5.0,4.0,4.0,2.0,25.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,10.0,7.0,3.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,4.0,6.0,12.0,3.0,3.0,12.0,3.0,7.0,5.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,5.0
HMF003573A,3.0,4.0,3.0,4.0,2.0,4.0,2.0,13.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,50.0,3.0,3.0,3.0,2.0,3.0,3.0,50.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0
HMF000143A,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
HMF002569A,4.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0,3.0,4.0,2.0,10.0,5.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,19.0,1.0,4.0,5.0,6.0,3.0,3.0,4.0,3.0,12.0,4.0,3.0,4.0,5.0,5.0
HMF001064A,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,6.0
HMF002952A,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,9.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0
HMF001947A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
