Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,only_peaks,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.5666666666666667,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.6272321428571428,0.10138248847926257,0.11584725126456202,0.5491071428571428,RF,True,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6,0.6666666666666666,0.2857142857142857,0.4,0.6517857142857143,0.16666666666666663,0.2004459314343183,0.5803571428571428,NB,True,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5666666666666667,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.5401785714285714,0.10138248847926257,0.11584725126456202,0.5491071428571428,LR,True,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5333333333333333,0.5,0.14285714285714285,0.22222222222222224,0.5379464285714286,0.01869158878504662,0.026207120918047958,0.5089285714285714,kNN,True,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5666666666666667,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.7053571428571428,0.1409691629955947,0.1438234930593239,0.5714285714285714,RF,True,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7,0.7777777777777778,0.5,0.6086956521739131,0.6651785714285714,0.38356164383561653,0.408248290463863,0.6875,NB,True,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7,0.7272727272727273,0.5714285714285714,0.64,0.71875,0.38914027149321273,0.3974672033225129,0.6919642857142857,LR,True,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7666666666666667,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7522321428571428,0.5333333333333333,0.5345224838248488,0.7678571428571428,kNN,True,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.7121848739495797,0.2969072164948453,0.3025210084033613,0.6512605042016807,RF,False,1,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6774193548387096,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7142857142857142,0.3487394957983193,0.3487394957983193,0.6743697478991597,NB,False,1,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6774193548387096,0.7,0.5,0.5833333333333334,0.6554621848739496,0.331896551724138,0.3444233600968322,0.6617647058823529,LR,False,1,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5483870967741935,0.5,0.42857142857142855,0.4615384615384615,0.5945378151260504,0.07659574468085095,0.07727101252333977,0.5378151260504201,kNN,False,1,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.4838709677419355,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5798319327731092,-0.042016806722688926,-0.04201680672268908,0.4789915966386554,RF,False,2,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6470588235294118,0.2184873949579832,0.2184873949579832,0.6092436974789917,NB,False,2,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5806451612903226,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.6428571428571428,0.16907216494845356,0.1722689075630252,0.5861344537815126,LR,False,2,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.5777310924369747,0.2603036876355749,0.27639499641139104,0.6260504201680672,kNN,False,2,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7096774193548387,0.7272727272727273,0.5714285714285714,0.64,0.7226890756302522,0.40256959314775165,0.4107977295910088,0.6974789915966386,RF,False,3,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.7142857142857143,0.35714285714285715,0.4761904761904762,0.73109243697479,0.25054945054945044,0.28505701710570197,0.6197478991596639,NB,False,3,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6774193548387096,0.8333333333333334,0.35714285714285715,0.5,0.7184873949579832,0.3141592920353983,0.37577184805772385,0.6491596638655462,LR,False,3,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6129032258064516,0.6666666666666666,0.2857142857142857,0.4,0.5966386554621849,0.17699115044247793,0.21170244960998527,0.5840336134453781,kNN,False,3,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7333333333333333,0.8,0.5714285714285714,0.6666666666666666,0.6808035714285714,0.4545454545454546,0.472455591261534,0.7232142857142857,RF,False,4,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6,0.6666666666666666,0.2857142857142857,0.4,0.6785714285714286,0.16666666666666663,0.2004459314343183,0.5803571428571428,NB,False,4,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6333333333333333,0.8,0.2857142857142857,0.4210526315789473,0.5535714285714286,0.2325581395348837,0.2988071523335984,0.6116071428571428,LR,False,4,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5666666666666667,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.5625,0.10138248847926257,0.11584725126456202,0.5491071428571428,kNN,False,4,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6666666666666666,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6651785714285714,0.3303571428571429,0.33035714285714285,0.6651785714285714,RF,False,5,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7,0.7272727272727273,0.5714285714285714,0.64,0.6785714285714286,0.38914027149321273,0.3974672033225129,0.6919642857142857,NB,False,5,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6333333333333333,0.6363636363636364,0.5,0.56,0.6875,0.25339366515837114,0.2588158533262875,0.625,LR,False,5,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6,0.5833333333333334,0.5,0.5384615384615384,0.6160714285714286,0.18918918918918926,0.19094065395649332,0.59375,kNN,False,5,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.7100840336134453,0.2603036876355749,0.27639499641139104,0.6260504201680672,RF,False,6,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.7268907563025211,0.28810020876826725,0.28870545602072445,0.6449579831932774,NB,False,6,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7096774193548387,0.7272727272727273,0.5714285714285714,0.64,0.6932773109243697,0.40256959314775165,0.4107977295910088,0.6974789915966386,LR,False,6,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6129032258064516,0.6,0.42857142857142855,0.5,0.6554621848739495,0.19827586206896552,0.2057594099279777,0.5966386554621849,kNN,False,6,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7096774193548387,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7373949579831933,0.41014799154334036,0.4110317092462448,0.703781512605042,RF,False,7,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7419354838709677,0.875,0.5,0.6363636363636364,0.8025210084033614,0.4585152838427947,0.5017552311839513,0.7205882352941176,NB,False,7,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6774193548387096,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.7815126050420167,0.34042553191489355,0.34342672232595456,0.6680672268907563,LR,False,7,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6129032258064516,0.5833333333333334,0.5,0.5384615384615384,0.680672268907563,0.2085106382978723,0.21034886742464715,0.6029411764705883,kNN,False,7,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.638655462184874,0.2790697674418604,0.2796710598995068,0.6386554621848739,RF,False,8,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6774193548387096,0.7,0.5,0.5833333333333334,0.6554621848739495,0.331896551724138,0.3444233600968322,0.6617647058823529,NB,False,8,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6451612903225806,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.6764705882352942,0.2603036876355749,0.27639499641139104,0.6260504201680672,LR,False,8,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5483870967741935,0.5,0.2857142857142857,0.36363636363636365,0.5567226890756303,0.05240174672489084,0.05734345499245157,0.5252100840336134,kNN,False,8,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5666666666666667,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.5647321428571428,0.10138248847926257,0.11584725126456202,0.5491071428571428,RF,False,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6333333333333333,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.65625,0.24657534246575352,0.2624453295839119,0.6205357142857143,NB,False,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5666666666666667,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.6026785714285714,0.10958904109589052,0.11664236870396086,0.5535714285714286,LR,False,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5666666666666667,0.6,0.21428571428571427,0.3157894736842105,0.5223214285714286,0.09302325581395343,0.11952286093343936,0.5446428571428571,kNN,False,9,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7388392857142858,0.4,0.40089186286863654,0.7008928571428572,RF,False,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6333333333333333,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.6383928571428572,0.24657534246575352,0.2624453295839119,0.6205357142857143,NB,False,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.6333333333333333,0.6363636363636364,0.5,0.56,0.6696428571428571,0.25339366515837114,0.2588158533262875,0.625,LR,False,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.7,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7142857142857143,0.3946188340807175,0.39551460591314075,0.6964285714285714,kNN,False,10,ovarian,RES vs NONRES,RES,cnv,del,supervised
0.5483870967741935,0.5,0.5714285714285714,0.5333333333333333,0.6638655462184874,0.09958506224066377,0.10041928905068677,0.5504201680672269,RF,True,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5161290322580645,0.47619047619047616,0.7142857142857143,0.5714285714285714,0.46218487394957986,0.06438631790744465,0.07156849040973137,0.5336134453781513,NB,True,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5161290322580645,0.47058823529411764,0.5714285714285714,0.5161290322580646,0.5504201680672268,0.04123711340206182,0.04201680672268908,0.5210084033613445,LR,True,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.6092436974789917,0.16907216494845356,0.1722689075630252,0.5861344537815126,kNN,True,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5483870967741935,0.5,0.5,0.5,0.5525210084033614,0.08823529411764708,0.08823529411764706,0.5441176470588236,RF,True,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6451612903225806,0.5789473684210527,0.7857142857142857,0.6666666666666667,0.7016806722689076,0.3054989816700612,0.3219625521805824,0.657563025210084,NB,True,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.6470588235294117,0.16907216494845356,0.1722689075630252,0.5861344537815126,LR,True,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.4838709677419355,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.5399159663865547,-0.05531914893617018,-0.05580684237796761,0.4726890756302521,kNN,True,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5483870967741935,0.5,0.42857142857142855,0.4615384615384615,0.6365546218487395,0.07659574468085095,0.07727101252333977,0.5378151260504201,RF,True,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6638655462184874,0.2184873949579832,0.2184873949579832,0.6092436974789917,NB,True,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.5966386554621849,0.14799154334038056,0.14831041055276875,0.5735294117647058,LR,True,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6774193548387096,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6722689075630252,0.3487394957983193,0.3487394957983193,0.6743697478991597,kNN,True,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7,0.6666666666666666,0.7142857142857143,0.689655172413793,0.8035714285714286,0.4,0.40089186286863654,0.7008928571428572,RF,True,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.1964285714285714,0.19642857142857142,0.5982142857142857,NB,True,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.78125,0.3946188340807175,0.39551460591314075,0.6964285714285714,LR,True,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6,0.5833333333333334,0.5,0.5384615384615384,0.703125,0.18918918918918926,0.19094065395649332,0.59375,kNN,True,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7666666666666667,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.8102678571428572,0.5205479452054795,0.554051251343814,0.7544642857142857,RF,True,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6666666666666666,0.7,0.5,0.5833333333333334,0.7098214285714286,0.31818181818181823,0.33071891388307384,0.65625,NB,True,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7333333333333333,0.75,0.6428571428571429,0.6923076923076924,0.7321428571428572,0.45945945945945954,0.4637130167514838,0.7276785714285714,LR,True,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.8,0.9,0.6428571428571429,0.75,0.7790178571428572,0.5909090909090909,0.6141922686399942,0.7901785714285714,kNN,True,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5625,0.6428571428571429,0.6000000000000001,0.6008403361344538,0.22821576763485474,0.23012753740782382,0.615546218487395,RF,True,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5454545454545454,0.42857142857142855,0.4799999999999999,0.6764705882352942,0.1370449678800858,0.1398460356054498,0.5672268907563025,NB,True,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.638655462184874,0.15866388308977042,0.15899720766358738,0.5798319327731092,LR,True,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.8025210084033614,0.4175365344467642,0.4184137043778615,0.7100840336134454,kNN,True,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7521008403361344,0.41014799154334036,0.4110317092462448,0.703781512605042,RF,True,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7521008403361344,0.4175365344467642,0.4184137043778615,0.7100840336134454,NB,True,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7419354838709677,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8067226890756303,0.47899159663865554,0.4789915966386555,0.7394957983193278,LR,True,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7773109243697479,0.41014799154334036,0.4110317092462448,0.703781512605042,kNN,True,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5833333333333334,0.5,0.5384615384615384,0.6638655462184874,0.2085106382978723,0.21034886742464715,0.6029411764705883,RF,True,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.7394957983193278,0.15866388308977042,0.15899720766358738,0.5798319327731092,NB,True,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5833333333333334,0.5,0.5384615384615384,0.7352941176470588,0.2085106382978723,0.21034886742464715,0.6029411764705883,LR,True,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.7272727272727273,0.5714285714285714,0.64,0.7647058823529411,0.40256959314775165,0.4107977295910088,0.6974789915966386,kNN,True,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5666666666666667,0.5454545454545454,0.42857142857142855,0.4799999999999999,0.5401785714285714,0.11764705882352944,0.12016450333006204,0.5580357142857143,RF,True,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6666666666666666,0.6111111111111112,0.7857142857142857,0.6875000000000001,0.6830357142857143,0.3421052631578947,0.3546040716334876,0.6741071428571428,NB,True,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6,0.5833333333333334,0.5,0.5384615384615384,0.6651785714285714,0.18918918918918926,0.19094065395649332,0.59375,LR,True,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6666666666666666,0.75,0.42857142857142855,0.5454545454545454,0.7455357142857142,0.3119266055045873,0.3424747597107866,0.6517857142857143,kNN,True,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5666666666666667,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.5714285714285714,0.1409691629955947,0.1438234930593239,0.5714285714285714,RF,True,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5666666666666667,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.5491071428571429,0.14847161572052392,0.15713819666238882,0.5758928571428572,NB,True,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.4666666666666667,0.4375,0.5,0.4666666666666667,0.5714285714285714,-0.06194690265486735,-0.0625,0.46875,LR,True,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5333333333333333,0.5,0.5714285714285714,0.5333333333333333,0.5803571428571428,0.07079646017699115,0.07142857142857142,0.5357142857142857,kNN,True,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5454545454545454,0.42857142857142855,0.4799999999999999,0.5966386554621848,0.1370449678800858,0.1398460356054498,0.5672268907563025,RF,False,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.4838709677419355,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.5756302521008403,0.008000000000000007,0.009213166547046367,0.5042016806722689,NB,False,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6774193548387096,0.625,0.7142857142857143,0.6666666666666666,0.6764705882352942,0.3568464730290456,0.3598357857649609,0.680672268907563,LR,False,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5625,0.6428571428571429,0.6000000000000001,0.7079831932773109,0.22821576763485474,0.23012753740782382,0.615546218487395,kNN,False,1,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.4838709677419355,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5651260504201681,-0.042016806722688926,-0.04201680672268908,0.4789915966386554,RF,False,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5161290322580645,0.4666666666666667,0.5,0.4827586206896552,0.5840336134453782,0.029227557411273586,0.029288959306450306,0.5147058823529411,NB,False,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.6134453781512605,0.16907216494845356,0.1722689075630252,0.5861344537815126,LR,False,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.6239495798319328,0.14799154334038056,0.14831041055276875,0.5735294117647058,kNN,False,2,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5833333333333334,0.5,0.5384615384615384,0.6722689075630253,0.2085106382978723,0.21034886742464715,0.6029411764705883,RF,False,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.592436974789916,0.15866388308977042,0.15899720766358738,0.5798319327731092,NB,False,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.6344537815126051,0.14799154334038056,0.14831041055276875,0.5735294117647058,LR,False,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7226890756302521,0.4175365344467642,0.4184137043778615,0.7100840336134454,kNN,False,3,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7589285714285714,0.2600896860986547,0.26068008117002456,0.6294642857142857,RF,False,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5666666666666667,0.5454545454545454,0.42857142857142855,0.4799999999999999,0.6383928571428572,0.11764705882352944,0.12016450333006204,0.5580357142857143,NB,False,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.7232142857142857,0.32432432432432434,0.32732683535398854,0.6607142857142857,LR,False,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.71875,0.2600896860986547,0.26068008117002456,0.6294642857142857,kNN,False,4,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7333333333333333,0.75,0.6428571428571429,0.6923076923076924,0.7522321428571428,0.45945945945945954,0.4637130167514838,0.7276785714285714,RF,False,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6333333333333333,0.6363636363636364,0.5,0.56,0.5982142857142857,0.25339366515837114,0.2588158533262875,0.625,NB,False,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7,0.7272727272727273,0.5714285714285714,0.64,0.6875,0.38914027149321273,0.3974672033225129,0.6919642857142857,LR,False,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7,0.7777777777777778,0.5,0.6086956521739131,0.6852678571428572,0.38356164383561653,0.408248290463863,0.6875,kNN,False,5,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5483870967741935,0.5,0.6428571428571429,0.5625000000000001,0.6134453781512605,0.1106557377049181,0.11441088814070732,0.5567226890756303,RF,False,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5161290322580645,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.6176470588235294,-0.008676789587852562,-0.009213166547046367,0.4957983193277311,NB,False,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5483870967741935,0.5,0.5,0.5,0.6176470588235294,0.08823529411764708,0.08823529411764706,0.5441176470588236,LR,False,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6848739495798319,0.2184873949579832,0.2184873949579832,0.6092436974789917,kNN,False,6,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6774193548387096,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7436974789915967,0.3487394957983193,0.3487394957983193,0.6743697478991597,RF,False,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7016806722689075,0.2790697674418604,0.2796710598995068,0.6386554621848739,NB,False,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7310924369747899,0.4175365344467642,0.4184137043778615,0.7100840336134454,LR,False,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.6995798319327731,0.28810020876826725,0.28870545602072445,0.6449579831932774,kNN,False,7,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.7478991596638656,0.28810020876826725,0.28870545602072445,0.6449579831932774,RF,False,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6774193548387096,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7899159663865546,0.3487394957983193,0.3487394957983193,0.6743697478991597,NB,False,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.8025210084033614,0.4175365344467642,0.4184137043778615,0.7100840336134454,LR,False,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.7079831932773109,0.28810020876826725,0.28870545602072445,0.6449579831932774,kNN,False,8,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5666666666666667,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.6651785714285714,0.10958904109589052,0.11664236870396086,0.5535714285714286,RF,False,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7,0.6470588235294118,0.7857142857142857,0.7096774193548386,0.7723214285714286,0.40528634361233473,0.41349254254555623,0.7053571428571428,NB,False,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.6666666666666666,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.71875,0.3303571428571429,0.33035714285714285,0.6651785714285714,LR,False,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.7,0.7272727272727273,0.5714285714285714,0.64,0.6830357142857143,0.38914027149321273,0.3974672033225129,0.6919642857142857,kNN,False,9,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.4666666666666667,0.4375,0.5,0.4666666666666667,0.5535714285714286,-0.06194690265486735,-0.0625,0.46875,RF,False,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5666666666666667,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.5714285714285714,0.1333333333333333,0.1336306209562122,0.5669642857142857,NB,False,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.4666666666666667,0.4375,0.5,0.4666666666666667,0.5848214285714286,-0.06194690265486735,-0.0625,0.46875,LR,False,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.5,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.5334821428571429,-0.008968609865470878,-0.008988968316207744,0.4955357142857143,kNN,False,10,ovarian,RES vs NONRES,RES,cnv,dip,supervised
0.45161290322580644,0.36363636363636365,0.2857142857142857,0.32,0.45798319327731096,-0.12847965738758016,-0.13110565838010918,0.4369747899159664,RF,True,1,ovarian,RES vs NONRES,RES,cnv,dup,supervised
0.5483870967741935,0.5,0.5,0.5,0.6512605042016806,0.08823529411764708,0.08823529411764706,0.5441176470588236,NB,True,1,ovarian,RES vs NONRES,RES,cnv,dup,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7016806722689075,0.2184873949579832,0.2184873949579832,0.6092436974789917,LR,True,1,ovarian,RES vs NONRES,RES,cnv,dup,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.5903361344537815,0.14799154334038056,0.14831041055276875,0.5735294117647058,kNN,True,1,ovarian,RES vs NONRES,RES,cnv,dup,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7542016806722689,0.4175365344467642,0.4184137043778615,0.7100840336134454,RF,True,2,ovarian,RES vs NONRES,RES,cnv,dup,supervised
0.6129032258064516,0.6,0.42857142857142855,0.5,0.6680672268907564,0.19827586206896552,0.2057594099279777,0.5966386554621849,NB,True,2,ovarian,RES vs NONRES,RES,cnv,dup,supervised
0.7419354838709677,0.6875,0.7857142857142857,0.7333333333333334,0.7521008403361344,0.48547717842323646,0.48954403412209796,0.7457983193277311,LR,True,2,ovarian,RES vs NONRES,RES,cnv,dup,supervised
