Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,only_peaks,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.6,0.5238095238095238,0.6470588235294118,0.5789473684210527,0.5920716112531969,0.205955334987593,0.21013735710275422,0.6061381074168798,kNN,True,9,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.55,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.6176470588235293,0.07928388746803072,0.0792838874680307,0.5396419437340154,RF,True,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.525,0.4722222222222222,1.0,0.6415094339622641,0.5907928388746804,0.1517857142857142,0.2865756512070317,0.5869565217391304,NB,True,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.7,0.7272727272727273,0.47058823529411764,0.5714285714285714,0.8260869565217391,0.35656836461125996,0.3765892518371325,0.670076726342711,LR,True,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.7,0.7272727272727273,0.47058823529411764,0.5714285714285714,0.7212276214833759,0.35656836461125996,0.3765892518371325,0.670076726342711,kNN,True,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.43902439024390244,0.38095238095238093,0.4444444444444444,0.41025641025641024,0.5229468599033816,-0.11862396204033199,-0.11990717980603212,0.43961352657004826,RF,False,1,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.4634146341463415,0.4473684210526316,0.9444444444444444,0.6071428571428572,0.4347826086956521,0.028017241379310276,0.05983988580549498,0.5157004830917874,NB,False,1,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5365853658536586,0.47368421052631576,0.5,0.4864864864864865,0.5096618357487923,0.06482593037214879,0.06490459625752718,0.5326086956521738,LR,False,1,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.4878048780487805,0.42857142857142855,0.5,0.4615384615384615,0.532608695652174,-0.021352313167259718,-0.02158329236508578,0.4891304347826087,kNN,False,1,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6097560975609756,0.5625,0.5,0.5294117647058824,0.6280193236714976,0.19804400977995118,0.19904664080911114,0.5978260869565217,RF,False,2,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.4878048780487805,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.4613526570048309,0.013745704467354014,0.015167191839776335,0.5072463768115942,NB,False,2,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5609756097560976,0.5,0.2222222222222222,0.30769230769230765,0.5652173913043479,0.05141388174807204,0.06049616738671898,0.5241545893719807,LR,False,2,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6585365853658537,0.6428571428571429,0.5,0.5625000000000001,0.6932367149758455,0.28960396039603964,0.2957602408756385,0.6413043478260869,kNN,False,2,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.625,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.6841432225063939,0.2021276595744681,0.209679308115649,0.5971867007672634,RF,False,3,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.55,0.4827586206896552,0.8235294117647058,0.608695652173913,0.5421994884910486,0.15690866510538648,0.18971037498562313,0.5856777493606138,NB,False,3,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.575,0.5,0.4117647058823529,0.45161290322580644,0.5907928388746803,0.10994764397905765,0.11132949007790918,0.5537084398976981,LR,False,3,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.55,0.4666666666666667,0.4117647058823529,0.43749999999999994,0.6112531969309463,0.06493506493506496,0.06528839556196349,0.5319693094629157,kNN,False,3,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.625,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.6176470588235294,0.2021276595744681,0.209679308115649,0.5971867007672634,RF,False,4,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.7,0.5925925925925926,0.9411764705882353,0.7272727272727272,0.7698209718670077,0.42992874109263657,0.48858107185543154,0.7314578005115089,NB,False,4,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5,0.2,0.058823529411764705,0.0909090909090909,0.7237851662404092,-0.12676056338028174,-0.17203036497735472,0.4424552429667519,LR,False,4,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.5639386189258312,0.15567282321899734,0.15926123336724013,0.5754475703324808,kNN,False,4,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.625,0.5555555555555556,0.5882352941176471,0.5714285714285715,0.710997442455243,0.23857868020304562,0.23888665095164563,0.6202046035805626,RF,False,5,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5,0.45161290322580644,0.8235294117647058,0.5833333333333333,0.5191815856777493,0.07621247113163965,0.09991333593073146,0.5421994884910486,NB,False,5,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.675,0.6111111111111112,0.6470588235294118,0.6285714285714287,0.6930946291560102,0.3401015228426396,0.3405405449736225,0.6713554987212276,LR,False,5,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.575,0.5,0.5294117647058824,0.5142857142857143,0.6010230179028133,0.13705583756345174,0.13723275692966877,0.5690537084398977,kNN,False,5,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.4878048780487805,0.42105263157894735,0.4444444444444444,0.43243243243243246,0.4939613526570048,-0.03361344537815136,-0.03365423509649557,0.4830917874396135,RF,False,6,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5365853658536586,0.48484848484848486,0.8888888888888888,0.6274509803921569,0.536231884057971,0.13732004429678846,0.18753811889882882,0.5748792270531401,NB,False,6,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.4634146341463415,0.375,0.3333333333333333,0.35294117647058826,0.5531400966183575,-0.10268948655256716,-0.10320936930842799,0.4492753623188406,LR,False,6,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5121951219512195,0.45,0.5,0.4736842105263158,0.5362318840579711,0.021479713603818507,0.02158329236508578,0.5108695652173914,kNN,False,6,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6585365853658537,0.625,0.5555555555555556,0.5882352941176471,0.6751207729468599,0.29828850855745725,0.29979864418162416,0.6473429951690821,RF,False,7,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.4878048780487805,0.4482758620689655,0.7222222222222222,0.5531914893617021,0.4879227053140096,0.02491506228765583,0.02898030104835612,0.5132850241545894,NB,False,7,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6341463414634146,0.6363636363636364,0.3888888888888889,0.4827586206896552,0.7391304347826086,0.2244640605296342,0.2407869059257388,0.607487922705314,LR,False,7,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6341463414634146,0.6,0.5,0.5454545454545454,0.5821256038647343,0.24354243542435416,0.24637845104051562,0.6195652173913043,kNN,False,7,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.625,0.5555555555555556,0.5882352941176471,0.5714285714285715,0.6483375959079284,0.23857868020304562,0.23888665095164563,0.6202046035805626,RF,False,8,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.45,0.42424242424242425,0.8235294117647058,0.5599999999999999,0.5498721227621483,-0.00227790432801811,-0.003327404743162343,0.49872122762148335,NB,False,8,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.525,0.42857142857142855,0.35294117647058826,0.3870967741935484,0.5728900255754477,0.005235602094240899,0.005301404289424247,0.5025575447570333,LR,False,8,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.625,0.5555555555555556,0.5882352941176471,0.5714285714285715,0.6074168797953964,0.23857868020304562,0.23888665095164563,0.6202046035805626,kNN,False,8,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.5,0.38461538461538464,0.29411764705882354,0.33333333333333337,0.5485933503836318,-0.0554089709762533,-0.056686201706983776,0.47314578005115093,RF,False,9,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.55,0.4838709677419355,0.8823529411764706,0.625,0.629156010230179,0.1685912240184757,0.22102040978616352,0.5933503836317136,NB,False,9,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.65,0.6153846153846154,0.47058823529411764,0.5333333333333333,0.6265984654731458,0.2612137203166227,0.26723495090435206,0.6265984654731458,LR,False,9,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.65,0.6,0.5294117647058824,0.5625,0.6828644501278772,0.2727272727272727,0.27421126136024665,0.6342710997442456,kNN,False,9,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.675,0.625,0.5882352941176471,0.6060606060606061,0.6892583120204604,0.3298969072164948,0.3303360556061336,0.6636828644501278,RF,False,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.575,0.5,1.0,0.6666666666666666,0.6624040920716112,0.23076923076923084,0.3611575592573076,0.6304347826086957,NB,False,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.625,0.5625,0.5294117647058824,0.5454545454545455,0.70076726342711,0.22680412371134018,0.22710603822921685,0.6125319693094629,LR,False,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.65,0.6,0.5294117647058824,0.5625,0.7570332480818415,0.2727272727272727,0.27421126136024665,0.6342710997442456,kNN,False,10,breast,HER2+ vs TNBC,HER2+,cnv,del,supervised
0.6097560975609756,0.5833333333333334,0.3888888888888889,0.4666666666666666,0.6364734299516908,0.17794486215538852,0.1870546704030259,0.5857487922705314,RF,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.4634146341463415,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.5072463768115942,-0.02733485193621865,-0.030912233386759316,0.4855072463768116,NB,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7317073170731707,0.7333333333333333,0.6111111111111112,0.6666666666666666,0.7391304347826086,0.4452644526445264,0.45044949129629624,0.7185990338164252,LR,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5609756097560976,0.5,0.5,0.5,0.6147342995169082,0.10869565217391308,0.10869565217391304,0.5543478260869565,kNN,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5121951219512195,0.45,0.5,0.4736842105263158,0.5797101449275363,0.021479713603818507,0.02158329236508578,0.5108695652173914,RF,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5853658536585366,0.5142857142857142,1.0,0.6792452830188679,0.6714975845410628,0.23658269441401958,0.36628061740041584,0.6304347826086957,NB,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6341463414634146,0.5882352941176471,0.5555555555555556,0.5714285714285715,0.6690821256038647,0.25273390036452004,0.2530481037386396,0.6256038647342995,LR,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5853658536585366,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5579710144927535,0.18288393903868694,0.18840579710144928,0.5942028985507246,kNN,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.6099744245524297,0.15567282321899734,0.15926123336724013,0.5754475703324808,RF,True,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.525,0.47058823529411764,0.9411764705882353,0.627450980392157,0.6086956521739131,0.14027149321266974,0.219527143862285,0.5792838874680307,NB,True,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.6803069053708439,0.2021276595744681,0.209679308115649,0.5971867007672634,LR,True,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.575,0.5,0.4117647058823529,0.45161290322580644,0.6982097186700766,0.10994764397905765,0.11132949007790918,0.5537084398976981,kNN,True,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5625,0.5294117647058824,0.5454545454545455,0.6751918158567775,0.22680412371134018,0.22710603822921685,0.6125319693094629,RF,True,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.825,0.8571428571428571,0.7058823529411765,0.7741935483870968,0.9053708439897699,0.6335078534031413,0.6414699190203339,0.809462915601023,NB,True,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.75,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7544757033248082,0.48849104859335035,0.4884910485933504,0.7442455242966752,LR,True,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.631578947368421,0.7058823529411765,0.6666666666666667,0.7813299232736574,0.3954659949622167,0.3974887357244869,0.70076726342711,kNN,True,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.65,0.5714285714285714,0.7058823529411765,0.6315789473684211,0.6393861892583121,0.3052109181141439,0.3114083725739611,0.6572890025575449,RF,True,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5,0.45714285714285713,0.9411764705882353,0.6153846153846154,0.5882352941176472,0.101123595505618,0.17203036497735472,0.5575447570332481,NB,True,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.65,0.6,0.5294117647058824,0.5625,0.7007672634271099,0.2727272727272727,0.27421126136024665,0.6342710997442456,LR,True,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6190476190476191,0.7647058823529411,0.6842105263157895,0.7122762148337596,0.4044665012406947,0.4126793880451679,0.7084398976982097,kNN,True,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6341463414634146,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.5628019323671497,0.2704626334519573,0.27338836995775323,0.6376811594202898,RF,True,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.3902439024390244,0.4,0.7777777777777778,0.5283018867924528,0.572463768115942,-0.1226725082146769,-0.1899232830965119,0.43236714975845414,NB,True,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5609756097560976,0.5,0.5,0.5,0.6570048309178744,0.10869565217391308,0.10869565217391304,0.5543478260869565,LR,True,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5609756097560976,0.5,0.6666666666666666,0.5714285714285715,0.5410628019323671,0.1398601398601398,0.14598929061844595,0.572463768115942,kNN,True,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6829268292682927,0.6666666666666666,0.5555555555555556,0.606060606060606,0.6968599033816425,0.34440344403444034,0.34841397116840594,0.6690821256038648,RF,True,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5365853658536586,0.4857142857142857,0.9444444444444444,0.6415094339622641,0.608695652173913,0.14676889375684543,0.2272296422761839,0.5809178743961353,NB,True,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6585365853658537,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.7657004830917874,0.280701754385965,0.2950721561287169,0.6352657004830917,LR,True,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7317073170731707,0.6666666666666666,0.7777777777777778,0.717948717948718,0.751207729468599,0.4650059311981021,0.4700361448396459,0.7367149758454106,kNN,True,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6666666666666666,0.5882352941176471,0.625,0.7020460358056267,0.37662337662337664,0.3786726942593882,0.6854219948849105,RF,True,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5,0.45161290322580644,0.8235294117647058,0.5833333333333333,0.6521739130434783,0.07621247113163965,0.09991333593073146,0.5421994884910486,NB,True,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6666666666666666,0.5882352941176471,0.625,0.7058823529411764,0.37662337662337664,0.3786726942593882,0.6854219948849105,LR,True,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.725,0.6875,0.6470588235294118,0.6666666666666667,0.7020460358056266,0.4329896907216494,0.43356607298305033,0.7148337595907929,kNN,True,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6956521739130435,0.38618925831202044,0.38618925831202044,0.6930946291560103,RF,True,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.65,0.5555555555555556,0.8823529411764706,0.6818181818181819,0.7084398976982097,0.334916864608076,0.3806073543183196,0.6803069053708439,NB,True,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.775,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.8184143222506394,0.5431472081218274,0.5438483330175762,0.7736572890025575,LR,True,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.6828644501278773,0.18158567774936063,0.1815856777493606,0.5907928388746804,kNN,True,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.7621483375959079,0.38618925831202044,0.38618925831202044,0.6930946291560103,RF,True,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.575,0.5,1.0,0.6666666666666666,0.690537084398977,0.23076923076923084,0.3611575592573076,0.6304347826086957,NB,True,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5625,0.5294117647058824,0.5454545454545455,0.710997442455243,0.22680412371134018,0.22710603822921685,0.6125319693094629,LR,True,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5625,0.5294117647058824,0.5454545454545455,0.7455242966751917,0.22680412371134018,0.22710603822921685,0.6125319693094629,kNN,True,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6097560975609756,0.5833333333333334,0.3888888888888889,0.4666666666666666,0.6364734299516908,0.17794486215538852,0.1870546704030259,0.5857487922705314,RF,False,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.4634146341463415,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.5072463768115942,-0.02733485193621865,-0.030912233386759316,0.4855072463768116,NB,False,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7317073170731707,0.7333333333333333,0.6111111111111112,0.6666666666666666,0.7391304347826086,0.4452644526445264,0.45044949129629624,0.7185990338164252,LR,False,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5609756097560976,0.5,0.5,0.5,0.6147342995169082,0.10869565217391308,0.10869565217391304,0.5543478260869565,kNN,False,1,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5121951219512195,0.45,0.5,0.4736842105263158,0.5797101449275363,0.021479713603818507,0.02158329236508578,0.5108695652173914,RF,False,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5853658536585366,0.5142857142857142,1.0,0.6792452830188679,0.6714975845410628,0.23658269441401958,0.36628061740041584,0.6304347826086957,NB,False,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6341463414634146,0.5882352941176471,0.5555555555555556,0.5714285714285715,0.6690821256038647,0.25273390036452004,0.2530481037386396,0.6256038647342995,LR,False,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5853658536585366,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5579710144927535,0.18288393903868694,0.18840579710144928,0.5942028985507246,kNN,False,2,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.6099744245524297,0.15567282321899734,0.15926123336724013,0.5754475703324808,RF,False,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.525,0.47058823529411764,0.9411764705882353,0.627450980392157,0.6086956521739131,0.14027149321266974,0.219527143862285,0.5792838874680307,NB,False,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.6803069053708439,0.2021276595744681,0.209679308115649,0.5971867007672634,LR,False,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.575,0.5,0.4117647058823529,0.45161290322580644,0.6982097186700766,0.10994764397905765,0.11132949007790918,0.5537084398976981,kNN,False,3,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.625,0.29411764705882354,0.4,0.7595907928388748,0.17582417582417575,0.20228869496966945,0.5818414322250639,RF,False,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.85,0.7894736842105263,0.8823529411764706,0.8333333333333333,0.8797953964194373,0.6977329974811084,0.7013017821381075,0.8542199488491049,NB,False,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.75,0.7333333333333333,0.6470588235294118,0.6875,0.8235294117647058,0.48051948051948057,0.48313412715852977,0.7365728900255755,LR,False,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6923076923076923,0.5294117647058824,0.5999999999999999,0.6854219948849105,0.366754617414248,0.375208668441464,0.6777493606138107,kNN,False,4,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.65,0.5714285714285714,0.7058823529411765,0.6315789473684211,0.6393861892583121,0.3052109181141439,0.3114083725739611,0.6572890025575449,RF,False,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5,0.45714285714285713,0.9411764705882353,0.6153846153846154,0.5882352941176472,0.101123595505618,0.17203036497735472,0.5575447570332481,NB,False,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.65,0.6,0.5294117647058824,0.5625,0.7007672634271099,0.2727272727272727,0.27421126136024665,0.6342710997442456,LR,False,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6190476190476191,0.7647058823529411,0.6842105263157895,0.7122762148337596,0.4044665012406947,0.4126793880451679,0.7084398976982097,kNN,False,5,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6341463414634146,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.5628019323671497,0.2704626334519573,0.27338836995775323,0.6376811594202898,RF,False,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.3902439024390244,0.4,0.7777777777777778,0.5283018867924528,0.572463768115942,-0.1226725082146769,-0.1899232830965119,0.43236714975845414,NB,False,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5609756097560976,0.5,0.5,0.5,0.6570048309178744,0.10869565217391308,0.10869565217391304,0.5543478260869565,LR,False,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5609756097560976,0.5,0.6666666666666666,0.5714285714285715,0.5410628019323671,0.1398601398601398,0.14598929061844595,0.572463768115942,kNN,False,6,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6829268292682927,0.6666666666666666,0.5555555555555556,0.606060606060606,0.6968599033816425,0.34440344403444034,0.34841397116840594,0.6690821256038648,RF,False,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5365853658536586,0.4857142857142857,0.9444444444444444,0.6415094339622641,0.608695652173913,0.14676889375684543,0.2272296422761839,0.5809178743961353,NB,False,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.6585365853658537,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.7657004830917874,0.280701754385965,0.2950721561287169,0.6352657004830917,LR,False,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7317073170731707,0.6666666666666666,0.7777777777777778,0.717948717948718,0.751207729468599,0.4650059311981021,0.4700361448396459,0.7367149758454106,kNN,False,7,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6666666666666666,0.5882352941176471,0.625,0.7020460358056267,0.37662337662337664,0.3786726942593882,0.6854219948849105,RF,False,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.5,0.45161290322580644,0.8235294117647058,0.5833333333333333,0.6521739130434783,0.07621247113163965,0.09991333593073146,0.5421994884910486,NB,False,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6666666666666666,0.5882352941176471,0.625,0.7058823529411764,0.37662337662337664,0.3786726942593882,0.6854219948849105,LR,False,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.725,0.6875,0.6470588235294118,0.6666666666666667,0.7020460358056266,0.4329896907216494,0.43356607298305033,0.7148337595907929,kNN,False,8,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.65,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.7173913043478262,0.28388746803069054,0.28388746803069054,0.6419437340153453,RF,False,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.675,0.5714285714285714,0.9411764705882353,0.7111111111111111,0.7289002557544757,0.3867924528301888,0.4524658754074531,0.7097186700767264,NB,False,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.775,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.8158567774936061,0.5431472081218274,0.5438483330175762,0.7736572890025575,LR,False,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5555555555555556,0.5882352941176471,0.5714285714285715,0.6918158567774936,0.23857868020304562,0.23888665095164563,0.6202046035805626,kNN,False,9,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.7621483375959079,0.38618925831202044,0.38618925831202044,0.6930946291560103,RF,False,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.575,0.5,1.0,0.6666666666666666,0.690537084398977,0.23076923076923084,0.3611575592573076,0.6304347826086957,NB,False,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5625,0.5294117647058824,0.5454545454545455,0.710997442455243,0.22680412371134018,0.22710603822921685,0.6125319693094629,LR,False,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.625,0.5625,0.5294117647058824,0.5454545454545455,0.7455242966751917,0.22680412371134018,0.22710603822921685,0.6125319693094629,kNN,False,10,breast,HER2+ vs TNBC,HER2+,cnv,dip,supervised
0.7804878048780488,0.75,0.7058823529411765,0.7272727272727272,0.9019607843137255,0.5438813349814586,0.5445811486371709,0.7696078431372549,RF,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.6829268292682927,0.5769230769230769,0.8823529411764706,0.6976744186046512,0.821078431372549,0.39362912400455063,0.4336943037672513,0.7120098039215685,NB,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.7073170731707317,0.631578947368421,0.7058823529411765,0.6666666666666667,0.7990196078431373,0.4072289156626505,0.4092309597549907,0.7071078431372549,LR,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.8292682926829268,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.8762254901960784,0.6512758201701094,0.6520854980957252,0.8284313725490196,kNN,True,1,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.6585365853658537,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.7389705882352942,0.29656862745098034,0.2965686274509804,0.6482843137254902,RF,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.5121951219512195,0.4444444444444444,0.7058823529411765,0.5454545454545455,0.6838235294117647,0.0744920993227991,0.08403069556091937,0.5404411764705883,NB,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.7073170731707317,0.631578947368421,0.7058823529411765,0.6666666666666667,0.8161764705882353,0.4072289156626505,0.4092309597549907,0.7071078431372549,LR,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
0.7073170731707317,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.7340686274509803,0.3970588235294118,0.39705882352941174,0.6985294117647058,kNN,True,2,breast,HER2+ vs TNBC,HER2+,cnv,dup,supervised
