cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type,repetition,extraction_time
lung,"['RES', 'NONRES']",RES,sv,del,clustering,85,3.906354427
lung,"['RES', 'NONRES']",RES,sv,del,clustering,86,4.789095402
lung,"['RES', 'NONRES']",RES,sv,del,clustering,87,4.068767071
lung,"['RES', 'NONRES']",RES,sv,del,clustering,88,3.462609768
lung,"['RES', 'NONRES']",RES,sv,del,clustering,89,3.480159521
lung,"['RES', 'NONRES']",RES,sv,del,clustering,90,3.173286676
lung,"['RES', 'NONRES']",RES,sv,del,clustering,91,3.440108538
lung,"['RES', 'NONRES']",RES,sv,del,clustering,92,3.191761017
lung,"['RES', 'NONRES']",RES,sv,del,clustering,93,3.829476595
lung,"['RES', 'NONRES']",RES,sv,del,clustering,94,3.614914179
lung,"['RES', 'NONRES']",RES,sv,del,clustering,95,3.472585678
lung,"['RES', 'NONRES']",RES,sv,del,clustering,96,3.810987473
lung,"['RES', 'NONRES']",RES,sv,del,clustering,97,3.495622635
lung,"['RES', 'NONRES']",RES,sv,del,clustering,98,3.452449083
lung,"['RES', 'NONRES']",RES,sv,del,clustering,99,4.406152725
lung,"['RES', 'NONRES']",RES,sv,del,quantile,0,1.708389521
lung,"['RES', 'NONRES']",RES,sv,del,quantile,1,2.350060225
lung,"['RES', 'NONRES']",RES,sv,del,quantile,2,1.522652626
lung,"['RES', 'NONRES']",RES,sv,del,quantile,3,1.439159393
lung,"['RES', 'NONRES']",RES,sv,del,quantile,4,1.501791477
lung,"['RES', 'NONRES']",RES,sv,del,quantile,5,1.693087816
lung,"['RES', 'NONRES']",RES,sv,del,quantile,6,1.279803276
lung,"['RES', 'NONRES']",RES,sv,del,quantile,7,1.263353586
lung,"['RES', 'NONRES']",RES,sv,del,quantile,8,1.248728991
lung,"['RES', 'NONRES']",RES,sv,del,quantile,9,1.308173418
lung,"['RES', 'NONRES']",RES,sv,del,quantile,10,1.297052622
lung,"['RES', 'NONRES']",RES,sv,del,quantile,11,1.320044756
lung,"['RES', 'NONRES']",RES,sv,del,quantile,12,1.24968338
lung,"['RES', 'NONRES']",RES,sv,del,quantile,13,1.769170284
lung,"['RES', 'NONRES']",RES,sv,del,quantile,14,1.488034248
lung,"['RES', 'NONRES']",RES,sv,del,quantile,15,1.227516651
lung,"['RES', 'NONRES']",RES,sv,del,quantile,16,1.26082325
lung,"['RES', 'NONRES']",RES,sv,del,quantile,17,1.430976629
lung,"['RES', 'NONRES']",RES,sv,del,quantile,18,1.262498379
lung,"['RES', 'NONRES']",RES,sv,del,quantile,19,1.25118351
lung,"['RES', 'NONRES']",RES,sv,del,quantile,20,1.253917933
lung,"['RES', 'NONRES']",RES,sv,del,quantile,21,1.242156267
lung,"['RES', 'NONRES']",RES,sv,del,quantile,22,1.241827011
lung,"['RES', 'NONRES']",RES,sv,del,quantile,23,1.229153395
lung,"['RES', 'NONRES']",RES,sv,del,quantile,24,1.368914366
lung,"['RES', 'NONRES']",RES,sv,del,quantile,25,1.241124392
lung,"['RES', 'NONRES']",RES,sv,del,quantile,26,1.243969679
lung,"['RES', 'NONRES']",RES,sv,del,quantile,27,1.297407389
lung,"['RES', 'NONRES']",RES,sv,del,quantile,28,1.334427118
lung,"['RES', 'NONRES']",RES,sv,del,quantile,29,1.694988251
lung,"['RES', 'NONRES']",RES,sv,del,quantile,30,1.741413593
lung,"['RES', 'NONRES']",RES,sv,del,quantile,31,1.404078722
lung,"['RES', 'NONRES']",RES,sv,del,quantile,32,1.480370998
lung,"['RES', 'NONRES']",RES,sv,del,quantile,33,1.890246391
lung,"['RES', 'NONRES']",RES,sv,del,quantile,34,1.299933434
lung,"['RES', 'NONRES']",RES,sv,del,quantile,35,1.256072998
lung,"['RES', 'NONRES']",RES,sv,del,quantile,36,2.21274972
lung,"['RES', 'NONRES']",RES,sv,del,quantile,37,1.499540567
lung,"['RES', 'NONRES']",RES,sv,del,quantile,38,1.237050533
lung,"['RES', 'NONRES']",RES,sv,del,quantile,39,1.257608175
lung,"['RES', 'NONRES']",RES,sv,del,quantile,40,1.24809885
lung,"['RES', 'NONRES']",RES,sv,del,quantile,41,1.509737492
lung,"['RES', 'NONRES']",RES,sv,del,quantile,42,1.300295591
lung,"['RES', 'NONRES']",RES,sv,del,quantile,43,1.262827635
lung,"['RES', 'NONRES']",RES,sv,del,quantile,44,1.227053642
lung,"['RES', 'NONRES']",RES,sv,del,quantile,45,1.299712658
lung,"['RES', 'NONRES']",RES,sv,del,quantile,46,1.315562725
lung,"['RES', 'NONRES']",RES,sv,del,quantile,47,1.908568621
lung,"['RES', 'NONRES']",RES,sv,del,quantile,48,1.887182474
lung,"['RES', 'NONRES']",RES,sv,del,quantile,49,1.619266033
lung,"['RES', 'NONRES']",RES,sv,del,quantile,50,1.63216877
lung,"['RES', 'NONRES']",RES,sv,del,quantile,51,1.542632103
lung,"['RES', 'NONRES']",RES,sv,del,quantile,52,1.790897608
lung,"['RES', 'NONRES']",RES,sv,del,quantile,53,1.997942924
lung,"['RES', 'NONRES']",RES,sv,del,quantile,54,1.679034948
lung,"['RES', 'NONRES']",RES,sv,del,quantile,55,1.232230186
lung,"['RES', 'NONRES']",RES,sv,del,quantile,56,1.255826235
lung,"['RES', 'NONRES']",RES,sv,del,quantile,57,1.397242308
lung,"['RES', 'NONRES']",RES,sv,del,quantile,58,1.331904411
lung,"['RES', 'NONRES']",RES,sv,del,quantile,59,1.598711252
lung,"['RES', 'NONRES']",RES,sv,del,quantile,60,1.274555922
lung,"['RES', 'NONRES']",RES,sv,del,quantile,61,1.304744959
lung,"['RES', 'NONRES']",RES,sv,del,quantile,62,1.539885759
lung,"['RES', 'NONRES']",RES,sv,del,quantile,63,1.3867383
lung,"['RES', 'NONRES']",RES,sv,del,quantile,64,1.462036371
lung,"['RES', 'NONRES']",RES,sv,del,quantile,65,1.2799716
lung,"['RES', 'NONRES']",RES,sv,del,quantile,66,1.255521774
lung,"['RES', 'NONRES']",RES,sv,del,quantile,67,1.265466452
lung,"['RES', 'NONRES']",RES,sv,del,quantile,68,1.333987951
lung,"['RES', 'NONRES']",RES,sv,del,quantile,69,1.235361099
lung,"['RES', 'NONRES']",RES,sv,del,quantile,70,1.24288559
lung,"['RES', 'NONRES']",RES,sv,del,quantile,71,1.295092583
lung,"['RES', 'NONRES']",RES,sv,del,quantile,72,1.279225826
lung,"['RES', 'NONRES']",RES,sv,del,quantile,73,1.238630772
lung,"['RES', 'NONRES']",RES,sv,del,quantile,74,1.255340338
lung,"['RES', 'NONRES']",RES,sv,del,quantile,75,1.262305498
lung,"['RES', 'NONRES']",RES,sv,del,quantile,76,1.232714415
lung,"['RES', 'NONRES']",RES,sv,del,quantile,77,1.273514509
lung,"['RES', 'NONRES']",RES,sv,del,quantile,78,1.322077751
lung,"['RES', 'NONRES']",RES,sv,del,quantile,79,1.363403797
lung,"['RES', 'NONRES']",RES,sv,del,quantile,80,1.229905844
lung,"['RES', 'NONRES']",RES,sv,del,quantile,81,1.254837036
lung,"['RES', 'NONRES']",RES,sv,del,quantile,82,1.251198292
lung,"['RES', 'NONRES']",RES,sv,del,quantile,83,1.212797642
lung,"['RES', 'NONRES']",RES,sv,del,quantile,84,1.274542093
lung,"['RES', 'NONRES']",RES,sv,del,quantile,85,1.289328575
lung,"['RES', 'NONRES']",RES,sv,del,quantile,86,1.241316795
lung,"['RES', 'NONRES']",RES,sv,del,quantile,87,1.254894972
lung,"['RES', 'NONRES']",RES,sv,del,quantile,88,1.247804403
lung,"['RES', 'NONRES']",RES,sv,del,quantile,89,1.227158785
lung,"['RES', 'NONRES']",RES,sv,del,quantile,90,2.109047174
lung,"['RES', 'NONRES']",RES,sv,del,quantile,91,2.322058678
lung,"['RES', 'NONRES']",RES,sv,del,quantile,92,2.248440504
lung,"['RES', 'NONRES']",RES,sv,del,quantile,93,1.335550308
lung,"['RES', 'NONRES']",RES,sv,del,quantile,94,1.271637678
lung,"['RES', 'NONRES']",RES,sv,del,quantile,95,1.262214661
lung,"['RES', 'NONRES']",RES,sv,del,quantile,96,1.269792318
lung,"['RES', 'NONRES']",RES,sv,del,quantile,97,1.243322849
lung,"['RES', 'NONRES']",RES,sv,del,quantile,98,1.256212473
lung,"['RES', 'NONRES']",RES,sv,del,quantile,99,1.23175621
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,0,0.655951977
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,1,0.718722343
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,2,0.672049999
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,3,0.702216625
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,4,0.65815258
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,5,0.775052071
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,6,0.698631287
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,7,0.871450424
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,8,0.772883177
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,9,0.687086344
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,10,0.683888912
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,11,0.646859646
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,12,0.663782597
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,13,0.661050081
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,14,0.681297302
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,15,0.653844357
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,16,0.690364599
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,17,0.648380756
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,18,0.689330101
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,19,0.666055202
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,20,0.65292573
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,21,0.670029163
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,22,0.648827314
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,23,0.682516098
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,24,0.734937906
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,25,0.692694664
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,26,0.664983988
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,27,0.6582551
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,28,0.654434204
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,29,0.686304092
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,30,0.719963312
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,31,0.653984308
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,32,0.664311409
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,33,0.676727772
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,34,0.666518688
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,35,0.679697275
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,36,0.665855885
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,37,0.655568838
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,38,0.653362036
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,39,0.670029879
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,40,0.6778965
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,41,0.815710783
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,42,1.137389421
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,43,0.92837429
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,44,0.969950914
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,45,0.90004015
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,46,0.84263134
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,47,0.870848179
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,48,0.995535612
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,49,0.886104584
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,50,0.729874611
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,51,0.812618971
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,52,0.718369961
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,53,0.656502485
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,54,0.665783882
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,55,0.658767939
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,56,1.188058615
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,57,1.155542135
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,58,0.787900209
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,59,0.677230358
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,60,0.68310523
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,61,1.237921953
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,62,0.879157543
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,63,0.876916409
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,64,0.883896112
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,65,0.939606667
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,66,0.957247496
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,67,0.839648008
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,68,0.773028374
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,69,0.685751915
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,70,0.672977448
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,71,0.67421937
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,72,0.974347591
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,73,1.138103724
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,74,1.084950686
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,75,1.023365736
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,76,1.161649942
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,77,0.930091858
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,78,0.671035528
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,79,0.672216177
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,80,0.859782457
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,81,0.792810678
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,82,0.894592285
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,83,0.809397697
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,84,0.671942234
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,85,0.638618708
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,86,0.690788031
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,87,0.734764099
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,88,0.663156509
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,89,0.679689407
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,90,0.740167856
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,91,1.003880262
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,92,1.082133532
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,93,1.016253948
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,94,1.18556118
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,95,0.750195265
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,96,0.688178301
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,97,0.867186546
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,98,0.80276227
lung,"['RES', 'NONRES']",RES,sv,dup,supervised,99,0.676864862
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,0,1.575321436
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,1,1.905745983
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,2,2.160852909
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,3,2.003074408
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,4,1.575895548
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,5,1.578305006
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,6,1.725713491
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,7,1.744824648
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,8,1.785598993
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,9,1.969535828
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,10,2.247363329
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,11,2.018658638
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,12,2.055986404
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,13,1.489195347
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,14,1.924786568
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,15,2.679925919
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,16,1.756152391
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,17,1.85917902
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,18,2.102525711
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,19,2.195281267
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,20,3.07456851
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,21,1.998841047
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,22,1.557747364
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,23,1.882862091
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,24,1.569025755
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,25,1.591017246
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,26,1.553245783
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,27,1.50372076
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,28,2.164245129
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,29,1.800621986
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,30,2.59858799
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,31,1.827840805
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,32,1.840768814
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,33,1.588179111
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,34,1.508696079
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,35,1.603048563
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,36,1.595142365
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,37,1.580833435
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,38,2.343017101
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,39,2.093348503
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,40,2.007853031
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,41,1.942815542
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,42,1.774474859
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,43,1.516765833
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,44,1.6477108
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,45,1.597232342
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,46,1.664027214
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,47,1.775758505
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,48,1.601114035
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,49,2.059720278
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,50,1.800657511
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,51,2.191439629
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,52,2.008568287
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,53,1.629897594
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,54,1.505602837
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,55,1.623107195
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,56,1.796145916
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,57,1.611021042
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,58,1.529716015
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,59,1.59300065
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,60,1.786011696
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,61,2.749855995
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,62,2.873925447
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,63,3.038213015
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,64,2.554292679
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,65,1.747069359
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,66,1.628340244
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,67,1.727442741
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,68,1.56302619
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,69,1.787724257
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,70,1.625361443
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,71,2.151849031
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,72,2.081943512
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,73,1.700120687
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,74,1.870699167
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,75,2.009603262
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,76,1.705931425
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,77,1.82562542
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,78,1.903055906
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,79,1.874892473
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,80,1.818650007
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,81,2.012380123
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,82,1.984795332
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,83,1.832180262
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,84,1.741215229
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,85,2.335757017
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,86,2.122203827
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,87,2.759233475
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,88,2.058876753
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,89,1.630138397
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,90,1.597110033
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,91,1.822606087
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,92,2.050534248
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,93,1.808686972
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,94,1.992526054
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,95,1.701488495
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,96,1.657697678
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,97,1.550772667
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,98,1.653784513
lung,"['RES', 'NONRES']",RES,sv,dup,clustering,99,1.718041658
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,0,1.378745794
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,1,1.309954643
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,2,1.317174196
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,3,1.456657887
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,4,1.781903267
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,5,1.432164669
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,6,1.430404425
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,7,1.358859062
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,8,1.239629269
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,9,1.354705095
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,10,1.577735901
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,11,1.667749166
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,12,1.464123249
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,13,1.823251009
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,14,1.365124702
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,15,1.510694981
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,16,1.836557865
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,17,1.365358591
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,18,1.406913757
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,19,1.411746502
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,20,1.343991995
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,21,1.334900618
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,22,1.411307573
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,23,1.375097275
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,24,1.550010681
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,25,1.59022665
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,26,1.263257742
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,27,1.390367746
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,28,1.325825214
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,29,1.313193083
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,30,1.404233217
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,31,1.588676691
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,32,1.749248981
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,33,1.646581888
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,34,1.874395132
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,35,1.912050724
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,36,1.592144012
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,37,1.731858015
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,38,1.660479546
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,39,1.745504618
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,40,1.819887877
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,41,1.595375776
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,42,1.710235596
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,43,1.468468904
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,44,1.55303359
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,45,1.283252001
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,46,1.403722763
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,47,1.40723753
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,48,1.41474247
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,49,1.603824139
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,50,1.861578941
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,51,1.288796902
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,52,1.326879501
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,53,1.290986061
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,54,1.499879599
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,55,1.292458534
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,56,1.289052248
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,57,1.268652439
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,58,1.280995846
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,59,1.301999569
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,60,1.688193798
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,61,1.502792597
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,62,1.330179691
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,63,1.283236027
lung,"['RES', 'NONRES']",RES,sv,dup,quantile,64,1.550947428
