cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type,repetition,extraction_time
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,0,0.316726923
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,1,0.369547367
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,2,0.36877799
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,3,0.359934568
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,4,0.31474638
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,5,0.326348782
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,6,0.319179773
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,7,0.317047358
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,8,0.332896948
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,9,0.323242426
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,10,0.316149712
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,11,0.326225281
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,12,0.337611437
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,13,0.324577332
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,14,0.30426693
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,15,0.316454411
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,16,0.330394268
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,17,0.317254543
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,18,0.322323561
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,19,0.319053411
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,20,0.323995829
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,21,0.308228493
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,22,0.309616566
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,23,0.304037333
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,24,0.307348967
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,25,0.330456495
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,26,0.316124916
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,27,0.32138586
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,28,0.322451353
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,29,0.328246117
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,30,0.314736843
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,31,0.337921858
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,32,0.32187295
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,33,0.322395325
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,34,0.314373016
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,35,0.324982643
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,36,0.307367802
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,37,0.304055452
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,38,0.31593585
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,39,0.326695442
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,40,0.337883949
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,41,0.331028223
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,42,0.318024397
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,43,0.320596695
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,44,0.319375753
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,45,0.325985432
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,46,0.310338497
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,47,0.304408789
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,48,0.315811396
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,49,0.314207077
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,50,0.32060504
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,51,0.323200226
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,52,0.318942547
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,53,0.308349848
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,54,0.317190886
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,55,0.320070267
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,56,0.320256472
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,57,0.322152138
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,58,0.320104599
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,59,0.317550659
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,60,0.308551073
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,61,0.317672968
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,62,0.305559397
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,63,0.308629036
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,64,0.318223476
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,65,0.319707632
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,66,0.322146893
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,67,0.322232008
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,68,0.313004971
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,69,0.305966377
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,70,0.316273451
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,71,0.315393448
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,72,0.318497419
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,73,0.327419281
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,74,0.31932354
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,75,0.320410967
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,76,0.322550774
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,77,0.322432995
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,78,0.31729722
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,79,0.336421251
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,80,0.330731869
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,81,0.332239628
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,82,0.326147318
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,83,0.357150555
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,84,0.355998993
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,85,0.338833094
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,86,0.360381126
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,87,0.349871159
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,88,0.358756304
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,89,0.329327822
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,90,0.352017641
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,91,0.34414053
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,92,0.38957119
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,93,0.342124701
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,94,0.349422932
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,95,0.331515312
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,96,0.313334703
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,97,0.345258474
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,98,0.336809635
lung,"['RES', 'NONRES']",RES,cnv,del,supervised,99,0.331387758
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,0,1.423971415
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,1,1.511300802
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,2,1.432785988
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,3,1.38887167
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,4,1.550956964
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,5,1.545187712
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,6,1.531145096
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,7,1.727132559
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,8,1.459512234
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,9,1.513548374
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,10,1.490991831
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,11,1.424089432
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,12,1.476834536
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,13,1.351282835
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,14,1.450158358
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,15,1.460665226
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,16,1.454823494
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,17,1.447283983
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,18,1.252813101
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,19,1.465308905
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,20,1.411572695
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,21,1.45900321
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,22,1.461532831
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,23,1.392000437
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,24,1.389149427
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,25,1.308227777
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,26,1.406293392
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,27,1.43718648
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,28,1.378493071
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,29,1.413805962
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,30,1.277284384
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,31,1.312888861
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,32,1.466184139
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,33,1.402786732
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,34,1.379325151
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,35,1.361133814
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,36,1.453735352
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,37,1.407636642
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,38,1.396253347
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,39,1.442672729
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,40,1.45378089
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,41,1.432609797
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,42,1.460706711
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,43,1.461745739
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,44,1.409307718
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,45,1.440765142
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,46,1.486857653
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,47,1.303638697
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,48,1.452700615
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,49,1.311213255
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,50,1.456547737
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,51,1.417597294
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,52,1.278342724
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,53,1.380801201
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,54,1.445627213
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,55,1.280459881
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,56,1.463419676
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,57,1.548517704
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,58,1.461987734
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,59,1.285755396
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,60,1.38313055
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,61,1.524854183
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,62,1.526960611
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,63,1.451364994
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,64,1.46357584
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,65,1.318615198
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,66,1.512753248
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,67,1.601420641
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,68,1.629904032
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,69,1.600060701
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,70,1.691943884
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,71,1.463861227
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,72,1.474277973
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,73,1.598325253
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,74,1.474931717
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,75,1.410301924
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,76,1.524581909
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,77,1.3796134
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,78,1.500859261
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,79,1.468071222
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,80,1.399128437
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,81,1.668087244
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,82,1.469509125
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,83,1.469142914
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,84,1.400141478
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,85,1.450558662
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,86,1.411719799
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,87,1.498882532
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,88,1.439946651
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,89,1.325678825
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,90,1.458545923
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,91,1.340334892
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,92,1.479275703
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,93,1.51082468
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,94,1.43770957
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,95,1.500663757
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,96,1.591739178
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,97,1.593048573
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,98,1.412394762
lung,"['RES', 'NONRES']",RES,cnv,del,clustering,99,1.569773674
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,0,1.035980463
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,1,1.026427269
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,2,1.049235344
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,3,1.353725672
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,4,1.283693075
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,5,1.055249214
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,6,1.043402433
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,7,1.029672861
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,8,0.996014357
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,9,1.05563426
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,10,1.108705521
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,11,1.048308849
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,12,1.237778902
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,13,1.07596159
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,14,1.045859098
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,15,1.001661062
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,16,0.994235992
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,17,1.03194499
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,18,0.981384277
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,19,1.018802404
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,20,0.992058516
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,21,1.000473499
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,22,1.058981419
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,23,1.030786037
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,24,0.999019861
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,25,0.968775511
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,26,0.961176872
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,27,0.986980677
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,28,0.986184835
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,29,0.971252918
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,30,0.97481823
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,31,0.969346762
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,32,0.986955643
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,33,0.972201347
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,34,0.971651793
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,35,0.966132641
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,36,1.001272917
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,37,0.969424963
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,38,1.012779713
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,39,0.99928546
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,40,0.987293482
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,41,0.974303722
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,42,0.960549355
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,43,0.987267733
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,44,0.978813171
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,45,0.940116882
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,46,1.061519861
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,47,1.110788107
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,48,1.041051149
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,49,1.006150484
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,50,0.984545708
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,51,1.015591145
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,52,1.117125273
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,53,1.070482016
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,54,1.009006977
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,55,1.082010031
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,56,1.027303934
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,57,0.999791622
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,58,1.082407236
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,59,1.092444658
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,60,1.058699369
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,61,1.080353022
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,62,1.071300745
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,63,1.157973528
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,64,1.079610109
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,65,1.047067404
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,66,1.029349804
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,67,1.080233097
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,68,1.015988111
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,69,1.089912176
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,70,1.009341955
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,71,1.005945444
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,72,1.012297153
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,73,1.084577084
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,74,1.101580143
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,75,1.086216927
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,76,1.158002615
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,77,1.023811817
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,78,1.016661406
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,79,1.050662756
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,80,1.03305459
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,81,1.065047979
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,82,1.081439018
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,83,1.058714151
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,84,1.025752544
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,85,1.0751791
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,86,1.082056522
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,87,1.095513105
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,88,1.163053036
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,89,1.06722641
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,90,0.997123957
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,91,1.114745617
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,92,1.272294044
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,93,1.135647297
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,94,0.98247385
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,95,1.018338919
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,96,1.0783391
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,97,1.026880503
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,98,1.079660892
lung,"['RES', 'NONRES']",RES,cnv,del,quantile,99,0.978822708
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,0,0.438144922
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,1,0.422208548
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,2,0.419063568
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,3,0.406656027
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,4,0.422446966
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,5,0.400503159
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,6,0.420200109
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,7,0.409069061
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,8,0.422027349
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,9,0.403518438
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,10,0.406772137
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,11,0.411397457
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,12,0.427829504
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,13,0.415076971
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,14,0.453861237
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,15,0.431884289
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,16,0.403189182
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,17,0.422122955
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,18,0.407426357
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,19,0.417993546
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,20,0.412127733
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,21,0.417182684
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,22,0.408070564
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,23,0.406683683
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,24,0.407024622
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,25,0.399653435
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,26,0.430965185
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,27,0.439098358
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,28,0.467284679
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,29,0.407324076
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,30,0.428621531
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,31,0.506963015
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,32,0.46563983
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,33,0.434243917
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,34,0.425228834
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,35,0.480839252
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,36,0.41879797
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,37,0.451861382
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,38,0.448554039
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,39,0.46024251
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,40,0.449171543
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,41,0.44608283
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,42,0.450464725
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,43,0.446962118
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,44,0.445513487
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,45,0.451338053
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,46,0.39542532
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,47,0.43032217
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,48,0.439525604
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,49,0.468980789
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,50,0.438209534
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,51,0.423684597
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,52,0.489911556
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,53,0.429314852
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,54,0.419296026
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,55,0.410135508
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,56,0.438335896
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,57,0.533757687
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,58,0.427651167
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,59,0.405985832
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,60,0.444674015
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,61,0.407892704
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,62,0.41307807
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,63,0.397279501
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,64,0.393375874
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,65,0.418347597
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,66,0.421530008
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,67,0.424164772
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,68,0.425448418
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,69,0.416374922
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,70,0.423452854
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,71,0.518324614
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,72,0.444097281
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,73,0.682636261
lung,"['RES', 'NONRES']",RES,cnv,dip,supervised,74,0.64009738
