Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,fracs_counts,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.65,0.6666666666666666,0.6,0.631578947368421,0.595,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.6,0.6666666666666666,0.4,0.5,0.63,0.19999999999999996,0.2182178902359924,0.6000000000000001,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.65,0.6666666666666666,0.6,0.631578947368421,0.67,0.30000000000000004,0.30151134457776363,0.6499999999999999,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.65,0.6666666666666666,0.6,0.631578947368421,0.625,0.30000000000000004,0.30151134457776363,0.6499999999999999,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.65,0.6666666666666666,0.6,0.631578947368421,0.755,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.7,0.7,0.7,0.7,0.74,0.4,0.4,0.7,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.7,0.7,0.7,0.7,0.74,0.4,0.4,0.7,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.8,0.75,0.9,0.8181818181818182,0.65,0.6,0.6123724356957946,0.8,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.55,0.5333333333333333,0.8,0.64,0.5800000000000001,0.09999999999999998,0.11547005383792516,0.55,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.45,0.4444444444444444,0.4,0.4210526315789474,0.45999999999999996,-0.10000000000000009,-0.10050378152592121,0.45,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.5,0.5,0.7,0.5833333333333334,0.55,0.0,0.0,0.5,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.45,0.4666666666666667,0.7,0.56,0.44999999999999996,-0.10000000000000009,-0.11547005383792516,0.44999999999999996,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.75,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.7828282828282829,0.47916666666666663,0.5044296328024895,0.7323232323232323,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.6,0.6,0.3333333333333333,0.42857142857142855,0.5353535353535354,0.1578947368421053,0.17407765595569785,0.5757575757575758,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.6,0.5714285714285714,0.4444444444444444,0.5,0.5656565656565656,0.17525773195876282,0.17910620335162064,0.5858585858585859,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8484848484848485,0.3939393939393939,0.3939393939393939,0.696969696969697,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,quantile
0.6,0.6,0.6,0.6,0.78,0.19999999999999996,0.2,0.6,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.1,0.16666666666666669,0.52,0.0,0.0,0.5,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.69,0.30000000000000004,0.3144854510165755,0.65,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6666666666666666,0.6,0.631578947368421,0.75,0.30000000000000004,0.30151134457776363,0.6499999999999999,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5714285714285714,0.4,0.47058823529411764,0.65,0.09999999999999998,0.10482848367219183,0.55,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.4,0.25,0.1,0.14285714285714288,0.43999999999999995,-0.19999999999999996,-0.25,0.39999999999999997,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.5,0.5,0.41000000000000003,0.0,0.0,0.5,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.6,0.3,0.4,0.605,0.09999999999999998,0.11547005383792516,0.55,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6666666666666666,0.8,0.7272727272727272,0.8150000000000001,0.4,0.408248290463863,0.7,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.1,0.16666666666666669,0.51,0.0,0.0,0.5,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,1.0,0.4,0.5714285714285715,0.8200000000000001,0.4,0.5,0.7,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.75,0.7272727272727273,0.8,0.761904761904762,0.805,0.5,0.502518907629606,0.75,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.66,0.30000000000000004,0.3144854510165755,0.65,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.42857142857142855,0.3,0.3529411764705882,0.43999999999999995,-0.10000000000000009,-0.10482848367219183,0.44999999999999996,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.2,0.28571428571428575,0.5499999999999999,0.0,0.0,0.5,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6666666666666666,0.4,0.5,0.66,0.19999999999999996,0.2182178902359924,0.6000000000000001,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.7272727272727272,0.40594059405940597,0.41414141414141414,0.7070707070707071,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.0,0.0,0.0,0.4949494949494949,-0.19565217391304368,-0.30151134457776363,0.4090909090909091,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.42857142857142855,0.3333333333333333,0.375,0.4949494949494949,-0.030927835051546504,-0.0316069770620507,0.48484848484848486,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6,0.6666666666666666,0.631578947368421,0.606060606060606,0.30000000000000004,0.30151134457776363,0.6515151515151515,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5714285714285714,0.4,0.47058823529411764,0.525,0.09999999999999998,0.10482848367219183,0.55,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.6666666666666666,0.2,0.30769230769230765,0.67,0.09999999999999998,0.140028008402801,0.55,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,1.0,0.4,0.5714285714285715,0.8300000000000001,0.4,0.5,0.7,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.4444444444444444,0.4,0.4210526315789474,0.485,-0.10000000000000009,-0.10050378152592121,0.45,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.4,0.4444444444444445,0.535,0.0,0.0,0.5,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.2,0.28571428571428575,0.45999999999999996,0.0,0.0,0.5,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.4,0.2,0.26666666666666666,0.42,-0.10000000000000009,-0.11547005383792516,0.44999999999999996,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.655,0.30000000000000004,0.3144854510165755,0.65,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.75,0.6,0.6666666666666665,0.715,0.4,0.408248290463863,0.7,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.3333333333333333,0.1,0.15384615384615383,0.5800000000000001,-0.10000000000000009,-0.140028008402801,0.45,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.8333333333333334,0.5,0.625,0.8300000000000001,0.4,0.4364357804719848,0.7,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.6900000000000001,0.30000000000000004,0.3144854510165755,0.65,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5384615384615384,0.7,0.608695652173913,0.475,0.09999999999999998,0.10482848367219183,0.55,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.4,0.25,0.1,0.14285714285714288,0.3500000000000001,-0.19999999999999996,-0.25,0.39999999999999997,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.6,0.3,0.4,0.6,0.09999999999999998,0.11547005383792516,0.55,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6666666666666666,0.8,0.7272727272727272,0.6900000000000001,0.4,0.408248290463863,0.7,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.6868686868686869,0.38144329896907214,0.38981938376529196,0.6868686868686869,RF,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.35,0.25,0.2222222222222222,0.23529411764705882,0.36363636363636365,-0.3265306122448979,-0.32824397594488725,0.33838383838383834,NB,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.4444444444444444,0.47058823529411764,0.5050505050505051,0.08163265306122458,0.08206099398622181,0.5404040404040404,LR,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.625,0.5555555555555556,0.5882352941176471,0.7171717171717172,0.2857142857142858,0.28721347895177635,0.6414141414141414,kNN,"{'include_counts': True, 'include_fracs': False, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.7,0.7,0.7,0.76,0.4,0.4,0.7,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.5714285714285714,0.8,0.6666666666666666,0.61,0.19999999999999996,0.2182178902359924,0.6000000000000001,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.5714285714285714,0.8,0.6666666666666666,0.64,0.19999999999999996,0.2182178902359924,0.6000000000000001,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5384615384615384,0.7,0.608695652173913,0.64,0.09999999999999998,0.10482848367219183,0.55,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5555555555555556,0.5,0.5263157894736842,0.655,0.09999999999999998,0.10050378152592121,0.55,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5555555555555556,0.5,0.5263157894736842,0.66,0.09999999999999998,0.10050378152592121,0.55,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6666666666666666,0.6,0.631578947368421,0.6900000000000001,0.30000000000000004,0.30151134457776363,0.6499999999999999,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.625,0.5,0.5555555555555556,0.5900000000000001,0.19999999999999996,0.2041241452319315,0.6,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6666666666666666,0.6,0.631578947368421,0.65,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.8333333333333334,0.5,0.625,0.74,0.4,0.4364357804719848,0.7,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.8333333333333334,0.5,0.625,0.7,0.4,0.4364357804719848,0.7,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.7,0.5833333333333334,0.55,0.0,0.0,0.5,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6666666666666666,0.6,0.631578947368421,0.6849999999999999,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5714285714285714,0.4,0.47058823529411764,0.61,0.09999999999999998,0.10482848367219183,0.55,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5714285714285714,0.4,0.47058823529411764,0.65,0.09999999999999998,0.10482848367219183,0.55,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.6,0.3,0.4,0.44,0.09999999999999998,0.11547005383792516,0.55,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6,0.6666666666666666,0.631578947368421,0.6161616161616161,0.30000000000000004,0.30151134457776363,0.6515151515151515,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5151515151515151,0.19191919191919193,0.1919191919191919,0.595959595959596,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.45454545454545453,0.5555555555555556,0.5,0.5151515151515151,0.00990099009900991,0.010101010101010102,0.5050505050505051,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.3939393939393939,0.3939393939393939,0.696969696969697,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.3,0.37499999999999994,0.43999999999999995,0.0,0.0,0.5,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.8,0.875,0.7,0.7777777777777777,0.9299999999999999,0.6,0.6123724356957946,0.8,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.8,0.875,0.7,0.7777777777777777,0.9299999999999999,0.6,0.6123724356957946,0.8,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.42857142857142855,0.3,0.3529411764705882,0.39499999999999996,-0.10000000000000009,-0.10482848367219183,0.44999999999999996,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.4444444444444444,0.4,0.4210526315789474,0.44500000000000006,-0.10000000000000009,-0.10050378152592121,0.45,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5555555555555556,0.5,0.5263157894736842,0.52,0.09999999999999998,0.10050378152592121,0.55,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6,0.6,0.6,0.63,0.19999999999999996,0.2,0.6,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5555555555555556,0.5,0.5263157894736842,0.5449999999999999,0.09999999999999998,0.10050378152592121,0.55,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.625,0.5,0.5555555555555556,0.69,0.19999999999999996,0.2041241452319315,0.6,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.7,0.7,0.7,0.65,0.4,0.4,0.7,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.7,0.7,0.7,0.64,0.4,0.4,0.7,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.8,0.75,0.9,0.8181818181818182,0.775,0.6,0.6123724356957946,0.8,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5384615384615384,0.7,0.608695652173913,0.515,0.09999999999999998,0.10482848367219183,0.55,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5454545454545454,0.6,0.5714285714285713,0.49,0.09999999999999998,0.10050378152592121,0.55,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.6,0.5454545454545454,0.5800000000000001,0.0,0.0,0.5,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.45,0.46153846153846156,0.6,0.5217391304347826,0.43000000000000005,-0.10000000000000009,-0.10482848367219183,0.44999999999999996,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.5714285714285714,0.4444444444444444,0.5,0.5858585858585859,0.17525773195876282,0.17910620335162064,0.5858585858585859,RF,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.3333333333333333,0.4,0.494949494949495,0.0625,0.0657951694959769,0.5303030303030303,NB,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.4444444444444444,0.47058823529411764,0.505050505050505,0.08163265306122458,0.08206099398622181,0.5404040404040404,LR,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.42857142857142855,0.3333333333333333,0.375,0.4949494949494949,-0.030927835051546504,-0.0316069770620507,0.48484848484848486,kNN,"{'include_counts': False, 'include_fracs': True, 'include_total': True}",10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6,0.6,0.6,0.7700000000000001,0.19999999999999996,0.2,0.6,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5454545454545454,0.6,0.5714285714285713,0.5700000000000001,0.09999999999999998,0.10050378152592121,0.55,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.5714285714285714,0.8,0.6666666666666666,0.6000000000000001,0.19999999999999996,0.2182178902359924,0.6000000000000001,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.6,0.5454545454545454,0.63,0.0,0.0,0.5,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",1,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.4,0.4444444444444445,0.575,0.0,0.0,0.5,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.4,0.4444444444444445,0.5,0.0,0.0,0.5,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5555555555555556,0.5,0.5263157894736842,0.56,0.09999999999999998,0.10050378152592121,0.55,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.6400000000000001,0.30000000000000004,0.3144854510165755,0.65,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6363636363636364,0.7,0.6666666666666666,0.7400000000000001,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.75,0.3,0.4285714285714285,0.69,0.19999999999999996,0.25,0.6,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.8333333333333334,0.5,0.625,0.65,0.4,0.4364357804719848,0.7,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6363636363636364,0.7,0.6666666666666666,0.5750000000000001,0.30000000000000004,0.30151134457776363,0.6499999999999999,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.65,0.30000000000000004,0.3144854510165755,0.65,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.625,0.5,0.5555555555555556,0.57,0.19999999999999996,0.2041241452319315,0.6,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6666666666666666,0.4,0.5,0.5900000000000001,0.19999999999999996,0.2182178902359924,0.6000000000000001,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.53,0.30000000000000004,0.3144854510165755,0.65,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.7171717171717171,0.3137254901960784,0.32824397594488725,0.6616161616161615,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6,0.3333333333333333,0.42857142857142855,0.4747474747474747,0.1578947368421053,0.17407765595569785,0.5757575757575758,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.45454545454545453,0.5555555555555556,0.5,0.5050505050505051,0.00990099009900991,0.010101010101010102,0.5050505050505051,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.5454545454545454,0.6666666666666666,0.6,0.6414141414141413,0.20792079207920788,0.21212121212121213,0.606060606060606,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.2,0.28571428571428575,0.44499999999999995,0.0,0.0,0.5,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,1.0,0.4,0.5714285714285715,0.8800000000000001,0.4,0.5,0.7,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.8,0.875,0.7,0.7777777777777777,0.87,0.6,0.6123724356957946,0.8,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.4,0.3333333333333333,0.2,0.25,0.32999999999999996,-0.19999999999999996,-0.2182178902359924,0.4,kNN,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.4,0.4166666666666667,0.5,0.45454545454545453,0.4,-0.19999999999999996,-0.2041241452319315,0.4,RF,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.4,0.4444444444444445,0.45999999999999996,0.0,0.0,0.5,NB,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5555555555555556,0.5,0.5263157894736842,0.54,0.09999999999999998,0.10050378152592121,0.55,LR,"{'include_counts': True, 'include_fracs': True, 'include_total': True}",7,ovarian,RES vs NONRES,RES,sv,dup,clustering
